number	year	rinc_citations	scopus_citations	title	title_ru	title_ru_display	title_en	title_en_source	authors	venue	venue_ru	venue_en	venue_en_source	volume	issue	pages	doi	url	gost_ru	apa_en	sources
37	2022	0		МАРТЕНСИТНЫЙ ПЕРЕХОД И МАГНИТОКАЛОРИЧЕСКИЙ ЭФФЕКТ В 4D СПЛАВАХ ГЕЙСЛЕРА RH2FEZ	Мартенситный переход и магнитокалорический эффект в 4d сплавах Гейслера rh2fez	Мартенситный переход и магнитокалорический эффект в 4d сплавах Гейслера rh2fez	Martensitic transition and magnetocaloric effect in 4d Geisler alloys rh2fez	argos_translate_ru_en	Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д., Мирошкина О.Н.	Ы	Ы			составляет примерно 340 °K, что характерно для сплавов Гейслера на основе Rh2 [6]...	22-12-20032	7-9		https://www.elibrary.ru/item.asp?id=49304146	Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д., Мирошкина О.Н. Мартенситный переход и магнитокалорический эффект в 4d сплавах Гейслера rh2fez. // В сборнике: Дни калорики в Королеве: функциональные материалы и их приложения. Сборник тезисов 3-го Международного научного семинара. Челябинск, 2022. С. 7-9. URL: https://www.elibrary.ru/item.asp?id=49304146.	Baigutlin, D. R., Sokolovskii, V. V., Buchelnikov, V. D., & Miroshkina, O. N. (2022). Martensitnyi perekhod i magnitokaloricheskii effekt v 4d splavakh Geislera rh2fez. V sbornike: Dni kaloriki v Koroleve: funktsionalnye materialy i ikh prilozheniya. Sbornik tezisov 3-go Mezhdunarodnogo nauchnogo seminara. Chelyabinsk,, 7–9. https://www.elibrary.ru/item.asp?id=49304146	eLibrary/RSCI,elibrary
38	2022	0		ИССЛЕДОВАНИЯ ИЗ ПЕРВЫХ ПРИНЦИПОВ ПОЛУМЕТАЛЛИЧЕСКИХ ФЕРРОМАГНИТНЫХ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ TI	Исследования из первых принципов полуметаллических ферромагнитных сплавов Гейслера на основе ti	Исследования из первых принципов полуметаллических ферромагнитных сплавов Гейслера на основе ti	Studies from the first principles of semimetallic ferromagnetic Geisler alloys based on ti	argos_translate_ru_en	Раев А.А., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Ы	Ы				22-12-20032	29-30		https://www.elibrary.ru/item.asp?id=49304233	Раев А.А., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. Исследования из первых принципов полуметаллических ферромагнитных сплавов Гейслера на основе ti. // В сборнике: Дни калорики в Королеве: функциональные материалы и их приложения. Сборник тезисов 3-го Международного научного семинара. Челябинск, 2022. С. 29-30. URL: https://www.elibrary.ru/item.asp?id=49304233.	Raev, A. A., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2022). Issledovaniya iz pervykh printsipov polumetallicheskikh ferromagnitnykh splavov Geislera na osnove ti. V sbornike: Dni kaloriki v Koroleve: funktsionalnye materialy i ikh prilozheniya. Sbornik tezisov 3-go Mezhdunarodnogo nauchnogo seminara. Chelyabinsk,, 29–30. https://www.elibrary.ru/item.asp?id=49304233	eLibrary/RSCI,elibrary
39	2022	0		ИССЛЕДОВАНИЕ ИЗ ПЕРВЫХ ПРИНЦИПОВ ПОЛУМЕТАЛЛИЧЕСКИХ СОЕДИНЕНИЙ НА ОСНОВКЕ СПЛАВОВ ГЕЙСЛЕРА FE2RHZ (Z = AL, SI)	Исследование из первых принципов полуметаллических соединений на основке сплавов Гейслера fe2rhz (z = al, si)	Исследование из первых принципов полуметаллических соединений на основке сплавов Гейслера fe2rhz (z = al, si)	Study from the first principles of semimetallic compounds on the basis of Geisler alloys fe2rhz (z = al, si)	argos_translate_ru_en	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Ы	Ы				22-12-20032	41-42		https://www.elibrary.ru/item.asp?id=50077923	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. Исследование из первых принципов полуметаллических соединений на основке сплавов Гейслера fe2rhz (z = al, si). // В сборнике: СОВРЕМЕННЫЕ ФИЗИКА, МАТЕМАТИКА, ЦИФРОВЫЕ И НАНОТЕХНОЛОГИИ В НАУКЕ И ОБРАЗОВАНИИ. СБОРНИК ТЕЗИСОВ I ВСЕРОССИЙСКОЙ МОЛОДЕЖНОЙ ШКОЛЫ-КОНФЕРЕНЦИИ, ПОСВЯЩЕННОЙ 100-ЛЕТИЮ СО ДНЯ РОЖДЕНИЯ А.Д. САХАРОВА. Уфа, 2022. С. 41-42. URL: https://www.elibrary.ru/item.asp?id=50077923.	Erager, K. R., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2022). Issledovanie iz pervykh printsipov polumetallicheskikh soedinenii na osnovke splavov Geislera fe2rhz (z = al, si). V sbornike: SOVREMENNYE FIZIKA, MATEMATIKA, TsIFROVYE I NANOTEKhNOLOGII V NAUKE I OBRAZOVANII. SBORNIK TEZISOV I VSEROSSIISKOI MOLODEZhNOI ShKOLY-KONFERENTsII, POSVYaShchENNOI 100-LETIYu SO DNYa ROZhDENIYa A.D. SAKhAROVA. Ufa,, 41–42. https://www.elibrary.ru/item.asp?id=50077923	eLibrary/RSCI,elibrary
40	2022	0		THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY	The half-metallic properties of heusler alloys mn-=sub=-2-=/sub=-scz (z=al, si, p, ga, ge, as, in, sn, sb): ab initio study	The half-metallic properties of heusler alloys mn-=sub=-2-=/sub=-scz (z=al, si, p, ga, ge, as, in, sn, sb): ab initio study	THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY	existing_publication	Baigutlin D. R., Sokolovskiy V. V., Miroshkina O. N., Buchelnikov V. D.	Physics of the Solid State	Physics of the Solid State	Physics of the Solid State	existing_publication	63	13	1618-1618	10.21883/pss.2022.13.52300.18s	https://www.elibrary.ru/item.asp?id=57222846	Baigutlin D. R., Sokolovskiy V. V., Miroshkina O. N., Buchelnikov V. D. The half-metallic properties of heusler alloys mn-=sub=-2-=/sub=-scz (z=al, si, p, ga, ge, as, in, sn, sb): ab initio study. // Physics of the Solid State. 2022. Т. 63. № 13. С. 1618. URL: https://www.elibrary.ru/item.asp?id=57222846.	Baigutlin, D. R., Sokolovskiy, V. V., Miroshkina, O. N., & Buchelnikov, V. D. (2022). The half-metallic properties of heusler alloys mn-=sub=-2-=/sub=-scz (z=al, si, p, ga, ge, as, in, sn, sb): ab initio study. Physics of the Solid State, 63(13), 1618. https://www.elibrary.ru/item.asp?id=57222846	eLibrary/RSCI,openalex_api,elibrary
41	2022	8	8	MAGNETIC AND STRUCTURAL PROPERTIES OF CO-NI-Z (Z= AL, GA, IN, SN) HEUSLER ALLOYS: EFFECT OF STRUCTURAL MOTIVES AND CHEMICAL DISORDER	Magnetic and structural properties of co-ni-z (z= al, ga, in, sn) heusler alloys: effect of structural motives and chemical disorder	Magnetic and structural properties of co-ni-z (z= al, ga, in, sn) heusler alloys: effect of structural motives and chemical disorder	MAGNETIC AND STRUCTURAL PROPERTIES OF CO-NI-Z (Z= AL, GA, IN, SN) HEUSLER ALLOYS: EFFECT OF STRUCTURAL MOTIVES AND CHEMICAL DISORDER	existing_publication	Sokolovskiy V., Miroshkina O.N., Sanosyan A., Baigutlin D., Buchelnikov V., Gruner M.E.	Journal of Magnetism and Magnetic Materials	Journal of Magnetism and Magnetic Materials	Journal of Magnetism and Magnetic Materials	existing_publication	546	а	168728-168728	10.1016/j.jmmm.2021.168728	https://www.elibrary.ru/item.asp?id=47534946	Sokolovskiy V., Miroshkina O.N., Sanosyan A., Baigutlin D., Buchelnikov V., Gruner M.E. Magnetic and structural properties of co-ni-z (z= al, ga, in, sn) heusler alloys: effect of structural motives and chemical disorder. // Journal of Magnetism and Magnetic Materials. 2022. Т. 546. С. 168728. URL: https://www.elibrary.ru/item.asp?id=47534946.	Sokolovskiy V., Miroshkina, O. N., Sanosyan A., Baigutlin D., Buchelnikov V., & Gruner, M. E. (2022). Magnetic and structural properties of co-ni-z (z= al, ga, in, sn) heusler alloys: effect of structural motives and chemical disorder. Journal of Magnetism and Magnetic Materials, 546, 168728. https://www.elibrary.ru/item.asp?id=47534946	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
42	2022	8	8	HELICAL SPIN ORDERING IN ROOM-TEMPERATURE METALLIC ANTIFERROMAGNET FE3GA4	Helical spin ordering in room-temperature metallic antiferromagnet fe3ga4	Helical spin ordering in room-temperature metallic antiferromagnet fe3ga4	HELICAL SPIN ORDERING IN ROOM-TEMPERATURE METALLIC ANTIFERROMAGNET FE3GA4	existing_publication	Wilfong B., Fedorko A., Baigutlin D.R., Miroshkina O.N., Zhou X., Stephen G.M., Friedman A.L., Sharma V., Bishop O., Barua R., Bennett S.P., Chung D.Y., Kanatzidis M.G., Buchelnikov V.D., Sokolovskiy V.V., Barbiellini B., Bansil A., Heiman D., Jamer M.E.	Journal of Alloys and Compounds	Journal of Alloys and Compounds	Journal of Alloys and Compounds	existing_publication	917	а	165532-165532	10.1016/j.jallcom.2022.165532	https://www.elibrary.ru/item.asp?id=56173251	Wilfong B., Fedorko A., Baigutlin D.R., Miroshkina O.N., Zhou X., Stephen G.M., Friedman A.L., Sharma V., Bishop O., Barua R., Bennett S.P., Chung D.Y., Kanatzidis M.G., Buchelnikov V.D., Sokolovskiy V.V., Barbiellini B., Bansil A., Heiman D., Jamer M.E. Helical spin ordering in room-temperature metallic antiferromagnet fe3ga4. // Journal of Alloys and Compounds. 2022. Т. 917. С. 165532. URL: https://www.elibrary.ru/item.asp?id=56173251.	Wilfong B., Fedorko A., Baigutlin, D. R., Miroshkina, O. N., Zhou X., Stephen, G. M., Friedman, A. L., Sharma V., & et al. (2022). Helical spin ordering in room-temperature metallic antiferromagnet fe3ga4. Journal of Alloys and Compounds, 917, 165532. https://www.elibrary.ru/item.asp?id=56173251	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
43	2022	0	3	Exchange correlation effects in modulated martensitic structures of the Mn2NiGa alloy	Exchange correlation effects in modulated martensitic structures of the Mn2NiGa alloy	Exchange correlation effects in modulated martensitic structures of the Mn2NiGa alloy	Exchange correlation effects in modulated martensitic structures of the Mn2NiGa alloy	existing_publication	Erager K.R., Baigutlin D.R., Sokolovskiy V.V., Buchelnikov V.D.	Physics of Metals and Metallography	Physics of Metals and Metallography	Physics of Metals and Metallography	existing_publication	123	4	375-380	10.1134/S0031918X22040044	https://www.elibrary.ru/item.asp?id=48588250	Erager K.R., Baigutlin D.R., Sokolovskiy V.V., Buchelnikov V.D. Exchange correlation effects in modulated martensitic structures of the Mn2NiGa alloy. // Physics of Metals and Metallography. 2022. Vol. 123. No. 4. P. 375-380. DOI: 10.1134/S0031918X22040044.	Erager, K. R., Baigutlin, D. R., Sokolovskiy, V. V., & Buchelnikov, V. D. (2022). Exchange correlation effects in modulated martensitic structures of the Mn2NiGa alloy. Physics of Metals and Metallography, 123(4), 375–380. https://doi.org/10.1134/S0031918X22040044	DOI,eLibrary/RSCI,openalex_api,orcid_public_api,scopus
	2022			The half-metallic properties of Heusler alloys Mn2ScZ (Z=Al, Si, P, Ga, Ge, As, In, Sn, Sb): ab initio study	The half-metallic properties of Heusler alloys Mn2ScZ (Z=Al, Si, P, Ga, Ge, As, In, Sn, Sb): ab initio study		The half-metallic properties of Heusler alloys Mn2ScZ (Z=Al, Si, P, Ga, Ge, As, In, Sn, Sb): ab initio study		Baigutlin D. R., Sokolovskiy V. V., Miroshkina O. N., Buchelnikov V. D.	Physics of the Solid State	Physics of the Solid State	Physics of the Solid State		63	13	2082-2082	10.21883/pss.2022.13.53975.18s	https://openalex.org/W4320082123			openalex_api
1	2021	0		ВЛИЯНИЕ ОБМЕННО-КОРРЕЛЯЦИОННЫХ ЭФФЕКТОВ НА МАГНИТНЫЕ МАГНИТОКАЛОРИЧЕСКИЕ СВОЙСТВА СПЛАВА FE-RH	Влияние обменно-корреляционных эффектов на магнитные магнитокалорические свойства сплава Fe-Rh	Влияние обменно-корреляционных эффектов на магнитные магнитокалорические свойства сплава Fe-Rh	Effect of exchange-correlation effects on magnetic magnetocaloric properties of Fe-Rh alloy	argos_translate_ru_en	Соколовский В.В., Павлухина О.О., Байгутлин Д.Р., Бучельников В.Д.	Ы	Ы				17-72-20022	54-56		https://www.elibrary.ru/item.asp?id=47299674	Соколовский В.В., Павлухина О.О., Байгутлин Д.Р., Бучельников В.Д. Влияние обменно-корреляционных эффектов на магнитные магнитокалорические свойства сплава Fe-Rh. // В сборнике: Дни калорики в Челябинске: функциональные материалы и их приложения. Сборник тезисов. Челябинск, 2021. С. 54-56. URL: https://www.elibrary.ru/item.asp?id=47299674.	Sokolovskii, V. V., Pavlukhina, O. O., Baigutlin, D. R., & Buchelnikov, V. D. (2021). Vliyanie obmenno-korrelyatsionnykh effektov na magnitnye magnitokaloricheskie svoistva splava Fe-Rh. V sbornike: Dni kaloriki v Chelyabinske: funktsionalnye materialy i ikh prilozheniya. Sbornik tezisov. Chelyabinsk,, 54–56. https://www.elibrary.ru/item.asp?id=47299674	eLibrary/RSCI,elibrary
44	2021	4		ПЕРВОПРИНЦИПНОЕ ИСЛЕДОВАНИЕ ПОЛУМЕТАЛЛИЧЕСКИХ СВОЙСТВ СПЛАВОВ ГЕЙСЛЕРА MN 2 SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB)	Первопринципное иследование полуметаллических свойств сплавов Гейслера mn 2 scz (z=al, si, p, ga, ge, as, in, sn, sb)	Первопринципное иследование полуметаллических свойств сплавов Гейслера mn 2 scz (z=al, si, p, ga, ge, as, in, sn, sb)	Primary study of semi-metallic properties of Geisler alloys mn 2 scz (z=al, si, p, ga, ge, as, in, sn, sb)	argos_translate_ru_en	Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н., Бучельников В.Д.	Physics of the Solid State	Физика твердого тела	Physics of the Solid State	existing_publication	63	11	1751-1751	10.21883/ftt.2021.11.51572.18s	https://www.elibrary.ru/item.asp?id=46636883	Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н., Бучельников В.Д. Первопринципное иследование полуметаллических свойств сплавов Гейслера mn 2 scz (z=al, si, p, ga, ge, as, in, sn, sb). // Физика твердого тела. 2021. Т. 63. № 11. С. 1751-1757. URL: https://www.elibrary.ru/item.asp?id=46636883.	Baigutlin, D. R., Sokolovskii, V. V., Miroshkina, O. N., & Buchelnikov, V. D. (2021). Pervoprintsipnoe isledovanie polumetallicheskikh svoistv splavov Geislera mn 2 scz (z=al, si, p, ga, ge, as, in, sn, sb). Fizika tverdogo tela, 63(11), 1751–1757. https://www.elibrary.ru/item.asp?id=46636883	eLibrary/RSCI,openalex_api,elibrary
45	2021	0		МАГНИТНЫЕ СВОЙСТВА ПОЛУМЕТАЛЛИЧЕСКОГО СПЛАВА MN2VGE	Магнитные свойства полуметаллического сплава mn2vge	Магнитные свойства полуметаллического сплава mn2vge	Magnetic properties of semimetallic alloy mn2vge	argos_translate_ru_en	Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н., Бучельников В.Д.	Ы	Ы				20-42-740006	7-9		https://www.elibrary.ru/item.asp?id=47299611	Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н., Бучельников В.Д. Магнитные свойства полуметаллического сплава mn2vge. // В сборнике: Дни калорики в Челябинске: функциональные материалы и их приложения. Сборник тезисов. Челябинск, 2021. С. 7-9. URL: https://www.elibrary.ru/item.asp?id=47299611.	Baigutlin, D. R., Sokolovskii, V. V., Miroshkina, O. N., & Buchelnikov, V. D. (2021). Magnitnye svoistva polumetallicheskogo splava mn2vge. V sbornike: Dni kaloriki v Chelyabinske: funktsionalnye materialy i ikh prilozheniya. Sbornik tezisov. Chelyabinsk,, 7–9. https://www.elibrary.ru/item.asp?id=47299611	eLibrary/RSCI,elibrary
46	2021	14	10	PREDICTION OF A HEUSLER ALLOY WITH SWITCHABLE METAL-TO-HALF-METAL BEHAVIOR	Prediction of a heusler alloy with switchable metal-to-half-metal behavior	Prediction of a heusler alloy with switchable metal-to-half-metal behavior	PREDICTION OF A HEUSLER ALLOY WITH SWITCHABLE METAL-TO-HALF-METAL BEHAVIOR	existing_publication	Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Baigutlin D.R., Zagrebin M.A., Barbiellini B., Lähderanta E.	Physical Review B	Physical Review B	Physical Review B	existing_publication	103	5	054414	10.1103/physrevb.103.054414	https://www.elibrary.ru/item.asp?id=46744881	Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Baigutlin D.R., Zagrebin M.A., Barbiellini B., Lähderanta E. Prediction of a heusler alloy with switchable metal-to-half-metal behavior. // Physical Review B. 2021. Т. 103. № 5. С. 054414. URL: https://www.elibrary.ru/item.asp?id=46744881.	Buchelnikov, V. D., Sokolovskiy, V. V., Miroshkina, O. N., Baigutlin, D. R., Zagrebin, M. A., Barbiellini B., & Lähderanta E. (2021). Prediction of a heusler alloy with switchable metal-to-half-metal behavior. Physical Review B, 103(5), 054414. https://www.elibrary.ru/item.asp?id=46744881	eLibrary/RSCI,crossref_api,openalex_api,orcid_public_api,elibrary,scopus
47	2021	3	4	PHASE TRANSITIONS IN FE-(23−24)GA ALLOYS: EXPERIMENTAL RESULTS AND MODELING	Phase transitions in fe-(23−24)ga alloys: experimental results and modeling	Phase transitions in fe-(23−24)ga alloys: experimental results and modeling	PHASE TRANSITIONS IN FE-(23−24)GA ALLOYS: EXPERIMENTAL RESULTS AND MODELING	existing_publication	Pavlukhina O.O., Sokolovskiy V.V., Matyunina M.V., Zagrebin M.A., Miroshkina O.N., Baigutlin D.R., Buchelnikov V.D., Mohamed A.K., Palacheva V.V., Palachev V.A., Balagurov A.M., Golovin I.S.	Journal of Alloys and Compounds	Journal of Alloys and Compounds	Journal of Alloys and Compounds	existing_publication	885	а	160917-160917	10.1016/j.jallcom.2021.160917	https://www.elibrary.ru/item.asp?id=46955967	Pavlukhina O.O., Sokolovskiy V.V., Matyunina M.V., Zagrebin M.A., Miroshkina O.N., Baigutlin D.R., Buchelnikov V.D., Mohamed A.K., Palacheva V.V., Palachev V.A., Balagurov A.M., Golovin I.S. Phase transitions in fe-(23−24)ga alloys: experimental results and modeling. // Journal of Alloys and Compounds. 2021. Т. 885. С. 160917. URL: https://www.elibrary.ru/item.asp?id=46955967.	Pavlukhina, O. O., Sokolovskiy, V. V., Matyunina, M. V., Zagrebin, M. A., Miroshkina, O. N., Baigutlin, D. R., Buchelnikov, V. D., Mohamed, A. K., & et al. (2021). Phase transitions in fe-(23−24)ga alloys: experimental results and modeling. Journal of Alloys and Compounds, 885, 160917. https://www.elibrary.ru/item.asp?id=46955967	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
48	2021	10	6	DESIGN OF A STABLE HEUSLER ALLOY WITH SWITCHABLE METAL-TO-HALF-METAL TRANSITION AT FINITE TEMPERATURE	Design of a stable heusler alloy with switchable metal-to-half-metal transition at finite temperature	Design of a stable heusler alloy with switchable metal-to-half-metal transition at finite temperature	DESIGN OF A STABLE HEUSLER ALLOY WITH SWITCHABLE METAL-TO-HALF-METAL TRANSITION AT FINITE TEMPERATURE	existing_publication	Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Baigutlin D.R., Zagrebin M.A., Barbiellini B., Lähderanta E., Bansil A., Singh B.	Advanced Theory and Simulations	Advanced Theory and Simulations	Advanced Theory and Simulations	existing_publication	4	11	2100311	10.1002/adts.202100311	https://www.elibrary.ru/item.asp?id=47508871	Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Baigutlin D.R., Zagrebin M.A., Barbiellini B., Lähderanta E., Bansil A., Singh B. Design of a stable heusler alloy with switchable metal-to-half-metal transition at finite temperature. // Advanced Theory and Simulations. 2021. Т. 4. № 11. С. 2100311. URL: https://www.elibrary.ru/item.asp?id=47508871.	Buchelnikov, V. D., Sokolovskiy, V. V., Miroshkina, O. N., Baigutlin, D. R., Zagrebin, M. A., Barbiellini B., Lähderanta E., Bansil A., & et al. (2021). Design of a stable heusler alloy with switchable metal-to-half-metal transition at finite temperature. Advanced Theory and Simulations, 4(11), 2100311. https://www.elibrary.ru/item.asp?id=47508871	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
49	2021	8	9	A TERNARY MAP OF NI–MN–GA HEUSLER ALLOYS FROM AB INITIO CALCULATIONS	A ternary map of ni–mn–ga heusler alloys from ab initio calculations	A ternary map of ni–mn–ga heusler alloys from ab initio calculations	A TERNARY MAP OF NI–MN–GA HEUSLER ALLOYS FROM AB INITIO CALCULATIONS	existing_publication	Sokolovskaya Y., Miroshkina O., Baigutlin D., Sokolovskiy V., Zagrebin M., Buchelnikov V., Zayak A.T.	Metals	Metals	Metals	existing_publication	11	6	973-973	10.3390/met11060973	https://www.elibrary.ru/item.asp?id=46820682	Sokolovskaya Y., Miroshkina O., Baigutlin D., Sokolovskiy V., Zagrebin M., Buchelnikov V., Zayak A.T. A ternary map of ni–mn–ga heusler alloys from ab initio calculations. // Metals. 2021. Т. 11. № 6. URL: https://www.elibrary.ru/item.asp?id=46820682.	Sokolovskaya Y., Miroshkina O., Baigutlin D., Sokolovskiy V., Zagrebin M., Buchelnikov V., & Zayak, A. T. (2021). A ternary map of ni–mn–ga heusler alloys from ab initio calculations. Metals, 11(6). https://www.elibrary.ru/item.asp?id=46820682	eLibrary/RSCI,crossref_api,openalex_api,orcid_public_api,elibrary,scopus
	2021			Prediction of a Heusler alloy with switchable metal-to-half-metal behavior	Prediction of a Heusler alloy with switchable metal-to-half-metal behavior	Prediction of a Heusler alloy with switchable metal-to-half-metal behavior	Prediction of a Heusler alloy with switchable metal-to-half-metal behavior	existing_publication	Buchelnikov, V.D., Sokolovskiy, V.V., Miroshkina, O.N., Baigutlin, D.R., Zagrebin, M.A., Barbiellini, B., Lähderanta, E.	arXiv	arXiv	arXiv	existing_publication				10.48550/arxiv.2102.07447	http://www.scopus.com/inward/record.url?eid=2-s2.0-85170465110&partnerID=MN8TOARS	Buchelnikov, V.D., Sokolovskiy, V.V., Miroshkina, O.N., Baigutlin, D.R., Zagrebin, M.A., Barbiellini, B., Lähderanta, E. Prediction of a Heusler alloy with switchable metal-to-half-metal behavior. // arXiv. — 2021. — DOI: 10.48550/arxiv.2102.07447.	Buchelnikov, V.D., Sokolovskiy, V.V., Miroshkina, O.N., Baigutlin, D.R., Zagrebin, M.A., Barbiellini, B., Lähderanta, & E. (2021). Prediction of a Heusler alloy with switchable metal-to-half-metal behavior. arXiv. https://doi.org/10.48550/arxiv.2102.07447	orcid_public_api
50	2020	6		ФАЗОВЫЕ ПРЕВРАЩЕНИЯ В СПЛАВАХ NI(CO)–MN(CR,C)–(IN,SN): ИССЛЕДОВАНИЕ ИЗ ПЕРВЫХ ПРИНЦИПОВ	Фазовые превращения в сплавах ni(co)–mn(cr, c)–(in, sn): исследование из первых принципов	Фазовые превращения в сплавах ni(co)–mn(cr, c)–(in, sn): исследование из первых принципов	Phase transformations in alloys ni(co)–mn(cr, c)–(in, sn): a study from the first principles	argos_translate_ru_en	Бучельников В.Д., Соколовский В.В., Мирошкина О.Н., Байгутлин Д.Р., Загребин М.А.	Физика металлов и металловедение	Физика металлов и металловедение			121	3	235-242	10.31857/s0015323020020035	https://www.elibrary.ru/item.asp?id=42414178	Бучельников В.Д., Соколовский В.В., Мирошкина О.Н., Байгутлин Д.Р., Загребин М.А. Фазовые превращения в сплавах ni(co)–mn(cr, c)–(in, sn): исследование из первых принципов. // Физика металлов и металловедение. 2020. Т. 121. № 3. С. 235-242. URL: https://www.elibrary.ru/item.asp?id=42414178.	Buchelnikov, V. D., Sokolovskii, V. V., Miroshkina, O. N., Baigutlin, D. R., & Zagrebin, M. A. (2020). Fazovye prevrashcheniya v splavakh ni(co)–mn(cr, c)–(in, sn): issledovanie iz pervykh printsipov. Fizika metallov i metallovedenie, 121(3), 235–242. https://www.elibrary.ru/item.asp?id=42414178	eLibrary/RSCI,openalex_api,elibrary
51	2020	4		КИНЕТИКА ФАЗОВЫХ ПРЕВРАЩЕНИЙ В СПЛАВАХ FE-GA	Кинетика фазовых превращений в сплавах fe-ga	Кинетика фазовых превращений в сплавах fe-ga	Kinetics of phase transformations in Fe-Ga alloys	existing_publication	Павлухина О.О., Соколовский В.В., Бучельников В.Д., Загребин М.А., Матюнина М.В., Мирошкина О.Н., Байгутлин Д.Р.	Челябинский физико-математический журнал	Челябинский физико-математический журнал			5	4-1	471-479	10.47475/2500-0101-2020-15407	https://www.elibrary.ru/item.asp?id=44368971	Павлухина О.О., Соколовский В.В., Бучельников В.Д., Загребин М.А., Матюнина М.В., Мирошкина О.Н., Байгутлин Д.Р. Кинетика фазовых превращений в сплавах fe-ga. // Челябинский физико-математический журнал. 2020. Т. 5. № 4-1. С. 471-479. URL: https://www.elibrary.ru/item.asp?id=44368971.	Pavlukhina, O. O., Sokolovskii, V. V., Buchelnikov, V. D., Zagrebin, M. A., Matyunina, M. V., Miroshkina, O. N., & Baigutlin, D. R. (2020). Kinetika fazovykh prevrashchenii v splavakh fe-ga. Chelyabinskii fiziko-matematicheskii zhurnal, 5(4-1), 471–479. https://www.elibrary.ru/item.asp?id=44368971	eLibrary/RSCI,orcid_public_api,elibrary
52	2020	1	0	TEMPERATURE AND PRESSURE EFFECTS ON THE FERMI SURFACE NESTING IN NI2MNGA	Temperature and pressure effects on the fermi surface nesting in ni2mnga	Temperature and pressure effects on the fermi surface nesting in ni2mnga	TEMPERATURE AND PRESSURE EFFECTS ON THE FERMI SURFACE NESTING IN NI2MNGA	existing_publication	Baigutlin D.R., Sokolovskiy V.V., Miroshkina O.N., Zagrebin M.A., Buchelnikov V.D., Barbiellini B., L¨ahderanta E.	Chelyabinsk Physical and Mathematical Journal	Chelyabinsk Physical and Mathematical Journal	Chelyabinsk Physical and Mathematical Journal	existing_publication	5	1	120-130	10.24411/2500-0101-2020-15110	https://www.elibrary.ru/item.asp?id=42627649	Baigutlin D.R., Sokolovskiy V.V., Miroshkina O.N., Zagrebin M.A., Buchelnikov V.D., Barbiellini B., L¨ahderanta E. Temperature and pressure effects on the fermi surface nesting in ni2mnga. // Chelyabinsk Physical and Mathematical Journal. 2020. Т. 5. № 1. С. 120-130. URL: https://www.elibrary.ru/item.asp?id=42627649.	Baigutlin, D. R., Sokolovskiy, V. V., Miroshkina, O. N., Zagrebin, M. A., Buchelnikov, V. D., Barbiellini B., & L¨ahderanta E. (2020). Temperature and pressure effects on the fermi surface nesting in ni2mnga. Chelyabinsk Physical and Mathematical Journal, 5(1), 120–130. https://www.elibrary.ru/item.asp?id=42627649	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
